    1     1     1     1    4.780445708111380
    2     1     1     1    0.598378451450975
    2     1     2     1    0.112854009792502
    2     2     1     1    1.311436284253368
    2     2     2     1    0.294981276173806
    2     2     2     2    1.029677171969844
    3     1     1     1    0.537973215647695
    3     1     2     1    0.086635698057023
    3     1     2     2    0.213385402748580
    3     1     3     1    0.070397829938832
    3     2     1     1    0.875064790694560
    3     2     2     1    0.197412820851720
    3     2     2     2    0.715914376105015
    3     2     3     1    0.142720348920086
    3     2     3     2    0.505125599143268
    3     3     1     1    0.821663837447001
    3     3     2     1    0.186490985333534
    3     3     2     2    0.722493626138308
    3     3     3     1    0.134626133841029
    3     3     3     2    0.525140399592117
    3     3     3     3    0.586329311793171
    4     1     1     1    0.229830205326452
    4     1     2     1    0.037210816028544
    4     1     2     2    0.092080981393806
    4     1     3     1    0.030174194420583
    4     1     3     2    0.061604405903845
    4     1     3     3    0.058139505141222
    4     1     4     1    0.012934593560599
    4     2     1     1    0.438459729620230
    4     2     2     1    0.099408103902287
    4     2     2     2    0.367351537820945
    4     2     3     1    0.071763434978244
    4     2     3     2    0.260849711305790
    4     2     3     3    0.274872601701289
    4     2     4     1    0.030982443950081
    4     2     4     2    0.135085737409337
    4     3     1     1    0.525332105363213
    4     3     2     1    0.120400544138804
    4     3     2     2    0.481082295463159
    4     3     3     1    0.086668087418603
    4     3     3     2    0.354415943946228
    4     3     3     3    0.410635231135562
    4     3     4     1    0.037440940710432
    4     3     4     2    0.186696397778337
    4     3     4     3    0.293979054960194
    4     4     1     1    0.462535426116204
    4     4     2     1    0.107077355247052
    4     4     2     2    0.442701234057615
    4     4     3     1    0.076854175747287
    4     4     3     2    0.331651207287122
    4     4     3     3    0.404830556786622
    4     4     4     1    0.033213071985101
    4     4     4     2    0.176137726457826
    4     4     4     3    0.300283634013619
    4     4     4     4    0.328007227862621
    5     1     5     1    0.060930805139579
    5     2     5     1    0.074364703755826
    5     2     5     2    0.233068694734011
    5     3     5     1    0.046541428601578
    5     3     5     2    0.159792524824891
    5     3     5     3    0.114928931270261
    5     4     5     1    0.022268270885689
    5     4     5     2    0.081474884202824
    5     4     5     3    0.059869518573686
    5     4     5     4    0.031494925993620
    5     5     1     1    1.433040131158044
    5     5     2     1    0.310851454444731
    5     5     2     2    1.039212867843964
    5     5     3     1    0.227493145599950
    5     5     3     2    0.720328661125351
    5     5     3     3    0.724381272516868
    5     5     4     1    0.098081229964795
    5     5     4     2    0.369048908698877
    5     5     4     3    0.481660765589663
    5     5     4     4    0.442814486540885
    5     5     5     5    1.136875342623640
    6     1     6     1    0.060930805139579
    6     2     6     1    0.074364703755826
    6     2     6     2    0.233068694734011
    6     3     6     1    0.046541428601578
    6     3     6     2    0.159792524824891
    6     3     6     3    0.114928931270261
    6     4     6     1    0.022268270885689
    6     4     6     2    0.081474884202824
    6     4     6     3    0.059869518573686
    6     4     6     4    0.031494925993620
    6     5     6     5    0.061160965775195
    6     6     1     1    1.433040131158044
    6     6     2     1    0.310851454444731
    6     6     2     2    1.039212867843964
    6     6     3     1    0.227493145599950
    6     6     3     2    0.720328661125351
    6     6     3     3    0.724381272516868
    6     6     4     1    0.098081229964795
    6     6     4     2    0.369048908698877
    6     6     4     3    0.481660765589663
    6     6     4     4    0.442814486540885
    6     6     5     5    1.014553411073251
    6     6     6     6    1.136875342623640
    7     1     7     1    0.060930805139579
    7     2     7     1    0.074364703755826
    7     2     7     2    0.233068694734011
    7     3     7     1    0.046541428601578
    7     3     7     2    0.159792524824891
    7     3     7     3    0.114928931270261
    7     4     7     1    0.022268270885689
    7     4     7     2    0.081474884202824
    7     4     7     3    0.059869518573686
    7     4     7     4    0.031494925993620
    7     5     7     5    0.061160965775195
    7     6     7     6    0.061160965775195
    7     7     1     1    1.433040131158044
    7     7     2     1    0.310851454444731
    7     7     2     2    1.039212867843964
    7     7     3     1    0.227493145599950
    7     7     3     2    0.720328661125351
    7     7     3     3    0.724381272516868
    7     7     4     1    0.098081229964795
