    1     1     1     1    7.434866097388412
    2     1     1     1    4.164662262097303
    2     1     2     1    2.467606781645373
    2     2     1     1    4.145364495464119
    2     2     2     1    2.641340573987892
    2     2     2     2    3.185973454649913
    3     1     1     1    1.097080970795192
    3     1     2     1    0.661787451159935
    3     1     2     2    0.728784026720864
    3     1     3     1    0.178696464306847
    3     2     1     1    1.687504994620133
    3     2     2     1    1.106769076451489
    3     2     2     2    1.424784288633247
    3     2     3     1    0.309702068038116
    3     2     3     2    0.670879729624336
    3     3     1     1    1.609664365728930
    3     3     2     1    1.090200877592040
    3     3     2     2    1.531314519536834
    3     3     3     1    0.310386299841968
    3     3     3     2    0.789993500749905
    3     3     3     3    1.153242189888169
    4     1     1     1    0.445598301554587
    4     1     2     1    0.269319576238320
    4     1     2     2    0.297541759114145
    4     1     3     1    0.072777541678960
    4     1     3     2    0.126656926870256
    4     1     3     3    0.127210559253731
    4     1     4     1    0.029642610820512
    4     2     1     1    0.741201121211995
    4     2     2     1    0.487906851484556
    4     2     2     2    0.633999282281745
    4     2     3     1    0.136789416118464
    4     2     3     2    0.301205895746392
    4     2     3     3    0.361615018113937
    4     2     4     1    0.055955070480309
    4     2     4     2    0.135471106154405
    4     3     1     1    0.992318298140702
    4     3     2     1    0.674753538076228
    4     3     2     2    0.959944576138176
    4     3     3     1    0.192548827377074
    4     3     3     2    0.504064044306805
    4     3     3     3    0.780211561346128
    4     3     4     1    0.078938653329852
    4     3     4     2    0.231815632431071
    4     3     4     3    0.540541379120021
    4     4     1     1    0.876197746830112
    4     4     2     1    0.598231486821360
    4     4     2     2    0.862792760428331
    4     4     3     1    0.171123231168592
    4     4     3     2    0.462465430902340
    4     4     3     3    0.774176772108129
    4     4     4     1    0.070176631284858
    4     4     4     2    0.213947701703095
    4     4     4     3    0.557815596682728
    4     4     4     4    0.621964142485798
    5     1     5     1    0.014952150241280
    5     2     5     1    0.029214061174971
    5     2     5     2    0.092371207423929
    5     3     5     1    0.022923390353411
    5     3     5     2    0.109293472691785
    5     3     5     3    0.221481443724501
    5     4     5     1    0.012945498191368
    5     4     5     2    0.067830935615346
    5     4     5     3    0.164838399703524
    5     4     5     4    0.134960542324620
    5     5     1     1    1.340572671182875
    5     5     2     1    0.913956651115945
    5     5     2     2    1.304215659023553
    5     5     3     1    0.261061755126409
    5     5     3     2    0.683882755449368
    5     5     3     3    1.044811698248342
    5     5     4     1    0.107037849460422
    5     5     4     2    0.314239959063381
    5     5     4     3    0.719677390868600
    5     5     4     4    0.736524231863108
    5     5     5     5    1.032390924432076
    6     1     6     1    0.014952150241280
    6     2     6     1    0.029214061174971
    6     2     6     2    0.092371207423929
    6     3     6     1    0.022923390353411
    6     3     6     2    0.109293472691785
    6     3     6     3    0.221481443724501
    6     4     6     1    0.012945498191368
    6     4     6     2    0.067830935615346
    6     4     6     3    0.164838399703524
    6     4     6     4    0.134960542324620
    6     5     6     5    0.054473791420226
    6     6     1     1    1.340572671182875
    6     6     2     1    0.913956651115945
    6     6     2     2    1.304215659023553
    6     6     3     1    0.261061755126409
    6     6     3     2    0.683882755449368
    6     6     3     3    1.044811698248342
    6     6     4     1    0.107037849460422
    6     6     4     2    0.314239959063381
    6     6     4     3    0.719677390868600
    6     6     4     4    0.736524231863108
    6     6     5     5    0.923443341591625
    6     6     6     6    1.032390924432076
    7     1     7     1    0.014952150241280
    7     2     7     1    0.029214061174971
    7     2     7     2    0.092371207423929
    7     3     7     1    0.022923390353411
    7     3     7     2    0.109293472691785
    7     3     7     3    0.221481443724501
    7     4     7     1    0.012945498191368
    7     4     7     2    0.067830935615346
    7     4     7     3    0.164838399703524
    7     4     7     4    0.134960542324620
    7     5     7     5    0.054473791420226
    7     6     7     6    0.054473791420226
    7     7     1     1    1.340572671182875
    7     7     2     1    0.913956651115945
    7     7     2     2    1.304215659023553
    7     7     3     1    0.261061755126409
    7     7     3     2    0.683882755449368
    7     7     3     3    1.044811698248342
    7     7     4     1    0.107037849460422
    7     7     4     2    0.314239959063381
    7     7     4     3    0.719677390868600
    7     7     4     4    0.736524231863108
    7     7     5     5    0.923443341591625
    7     7     6     6    0.923443341591625
    7     7     7     7    1.032390924432075
    8     1     5     1    0.000726772554096
    8     1     5     2    0.001555310678053
    8     1     5     3    0.001286053125733
    8     1     5     4    0.000732951119607
    8     1     8     1    0.000036106984211
    8     2     5     1    0.002177389163607
    8     2     5     2    0.008313602516396
    8     2     5     3    0.011970317616674
    8     2     5     4    0.007845127908608
    8     2     8     1    0.000119355155636
    8     2     8     2    0.000809531347297
    8     3     5     1    0.003807979193022
    8     3     5     2    0.022447365255910
    8     3     5     3    0.062529246659626
    8     3     5     4    0.053206950285482
    8     3     8     1    0.000218619951497
    8     3     8     2    0.002733147199623
    8     3     8     3    0.021371635498349
    8     4     5     1    0.003785027345829
    8     4     5     2    0.024342355280390
    8     4     5     3    0.084766831252275
    8     4     5     4    0.084260569256827
    8     4     8     1    0.000218680091890
    8     4     8     2    0.003141739422472
    8     4     8     3    0.034744527777930
    8     4     8     4    0.075267278078854
    8     5     1     1    0.419956214218937
    8     5     2     1    0.287509913560755
    8     5     2     2    0.417832414170689
    8     5     3     1    0.082363761126487
    8     5     3     2    0.225929014283708
    8     5     3     3    0.386553807588363
    8     5     4     1    0.033783171880406
    8     5     4     2    0.104734774250139
    8     5     4     3    0.280326982770716
    8     5     4     4    0.314932850329308
    8     5     5     5    0.395276935211903
    8     5     6     6    0.356711807976892
    8     5     7     7    0.356711807976892
    8     5     8     5    0.172785324095164
    8     6     6     5    0.019282563617505
    8     6     8     6    0.009795563635672
    8     7     7     5    0.019282563617505
    8     7     8     7    0.009795563635672
    8     8     1     1    0.491253741455129
    8     8     2     1    0.336553063416407
    8     8     2     2    0.491112356304176
    8     8     3     1    0.096465769491162
    8     8     3     2    0.268206585100649
    8     8     3     3    0.485633944701609
    8     8     4     1    0.039570429229817
    8     8     4     2    0.124791006727761
    8     8     4     3    0.366354513739347
    8     8     4     4    0.454224949177198
    8     8     5     5    0.501687915967401
    8     8     6     6    0.469114377065777
    8     8     7     7    0.469114377065777
    8     8     8     5    0.247152922207569
    8     8     8     8    0.425532494184942
    9     1     6     1    0.000726772554096
    9     1     6     2    0.001555310678053
    9     1     6     3    0.001286053125733
    9     1     6     4    0.000732951119607
    9     1     9     1    0.000036106984211
    9     2     6     1    0.002177389163607
    9     2     6     2    0.008313602516396
    9     2     6     3    0.011970317616674
    9     2     6     4    0.007845127908608
    9     2     9     1    0.000119355155636
    9     2     9     2    0.000809531347297
    9     3     6     1    0.003807979193022
    9     3     6     2    0.022447365255910
    9     3     6     3    0.062529246659626
    9     3     6     4    0.053206950285482
    9     3     9     1    0.000218619951497
    9     3     9     2    0.002733147199623
    9     3     9     3    0.021371635498349
    9     4     6     1    0.003785027345829
    9     4     6     2    0.024342355280390
    9     4     6     3    0.084766831252275
